hugo_symbol	Model_Score
CCDC6	0.9538735
CNTNAP2	0.95384383
GATA3	0.95380026
CSMD3	0.9537767
EYA4	0.9537353
LRIG3	0.9537333
PAK5	0.953718
FAT3	0.95371133
SLIT2	0.9535572
CNTNAP2	0.9535162
FAM135B	0.9534719
DGCR8	0.9533851
TENM2	0.9533459
PTCD3	0.9533259
LIMS2	0.95330197
ERG	0.95330024
PLB1	0.9532974
ST6GAL2	0.95329607
PMS1	0.95322394
CNTNAP2	0.953187
KCTD9	0.95315295
RGS7	0.9531433
USH2A	0.95312697
GPC6	0.95309174
PTPRD	0.95307446
RP1L1	0.95301354
FRY	0.9529885
CSMD3	0.9529753
CSMD3	0.952968
ATRX	0.9529672
EPHA3	0.9529519
CTNNB1	0.9529512
GUCY1A2	0.9529392
ERG	0.95292455
ZNF521	0.9529004
FBXO11	0.95288414
ALK	0.95287955
SLC6A2	0.95278835
PUM2	0.95275617
NBEA	0.9527452
CTNNB1	0.9527406
KCNJ11	0.9527303
SYTL4	0.9526696
HGF	0.9526654
FAM135B	0.9526493
FAM135B	0.95262295
CNTNAP2	0.95260304
LRP1B	0.95253175
WNT7A	0.9524972
MUC16	0.95247626
NTRK2	0.9524272
BIRC6	0.95236796
MUC16	0.95234156
CDH10	0.95233685
CRNKL1	0.95229757
MYO1C	0.95226157
CTNNB1	0.95222867
CSMD3	0.95219857
FLCN	0.952186
MTMR6	0.9521651
CTNNB1	0.9521341
GNAS	0.95210946
SLC8A1	0.9521094
CNTNAP2	0.9520981
NELL2	0.95208186
CBLB	0.9520663
DNTTIP2	0.9520253
ZNF479	0.95200735
AASS	0.9519897
FBXO11	0.951865
EFR3A	0.9518482
CDC42BPA	0.9518317
ERG	0.9518284
HECTD4	0.9517941
PPP2R1A	0.9517635
CTNND2	0.9517118
NSD3	0.95166105
NOTCH1	0.9516595
GABRB3	0.95164
GPC5	0.9515177
LDHD	0.95147455
SEC23A	0.95144975
MTMR2	0.9514329
CTNNB1	0.9513848
MUC16	0.95138234
GRIN3A	0.9512955
UBE3A	0.9512545
CALN1	0.9512471
LRP1B	0.951219
GPR55	0.95121837
PTPRK	0.9511096
DGCR8	0.9510818
FOXA1	0.95107675
CDH10	0.95107645
TTN	0.95107186
CNTNAP2	0.9510521
PITX2	0.9510472
CTNNB1	0.9510359
NPR3	0.95101506
COL5A2	0.9509663
DPP10	0.95095193
TSHR	0.9508727
ERG	0.9508569
TTC29	0.9508333
GRIN2B	0.9508055
NTRK3	0.9507892
MUC16	0.95074505
EIF2AK3	0.95074254
FAT1	0.9506524
RFX3	0.95064574
CNTNAP2	0.95064175
MUC16	0.9506018
CTNNB1	0.9505997
FAT3	0.9505815
CSMD3	0.9505531
ERBB4	0.95052224
NFRKB	0.9505162
FAT3	0.95051175
FAT3	0.95049304
CSMD3	0.95049286
NBEA	0.9504587
CNTNAP2	0.9504259
CSMD3	0.9504237
NR4A3	0.95041543
IKZF1	0.9504018
ERG	0.9504006
FAT3	0.95036113
EPHA7	0.95035917
ADCY3	0.9503523
PROKR2	0.9503304
SLC17A1	0.9502731
PDE10A	0.9502616
CACNA2D4	0.95024943
AL592490.1	0.9502017
FANCM	0.9501795
GATA3	0.95016253
GRID2	0.9501463
BCL6	0.9501161
CTNNB1	0.950108
MTOR	0.9500671
DUSP6	0.95005834
ARHGAP35	0.95005786
CDH8	0.9500423
ASXL2	0.95002276
RIPK3	0.95001876
YARS2	0.9499545
CACNA1F	0.9499224
CNTNAP2	0.94991285
GPHN	0.9498903
CSMD3	0.9498514
TTC14	0.94984716
GRIN2A	0.9498349
SOS1	0.9498128
FOXA1	0.9497988
DICER1	0.94978285
RERGL	0.9497715
GABRB1	0.94973963
MUC16	0.9497323
RSPO2	0.9497078
FAT3	0.9496892
IGSF1	0.94966835
UGGT1	0.9496621
ANK1	0.9496463
CTNNB1	0.9496254
MUC16	0.94954264
CSMD3	0.9494751
COPA	0.9493848
MAP2K1	0.949381
CSMD3	0.9493634
RSPO2	0.9493614
CSF1R	0.9493588
CNTNAP2	0.9493536
LRP1B	0.94935155
BMP5	0.9493493
KDR	0.9493226
CDH10	0.9493147
CAMTA1	0.9493079
ALK	0.9492773
UBN2	0.94927394
SLC39A6	0.94925785
PTPRT	0.9492426
ALK	0.94921726
RSPO2	0.9492109
SIRPA	0.9492049
MYO1C	0.9491809
MUC16	0.949179
RSPO2	0.9490862
HIP1	0.9490858
CPXM2	0.94908524
TRPV4	0.94905937
CSMD3	0.9490347
NBAS	0.94898194
LRP1B	0.94895494
ERG	0.94887793
SALL1	0.9488227
PHKB	0.9487145
LAMA1	0.9486521
MECOM	0.9486116
LRP1B	0.9486043
ANK1	0.94855595
JAG2	0.9485468
MUC16	0.94854057
MUC16	0.94850457
ABL2	0.94846904
MYO6	0.94844663
KDR	0.9483854
SMAD3	0.94837666
ALPI	0.9483623
ASTN1	0.9483454
BICC1	0.9483002
DUSP6	0.94826883
CSMD3	0.94825196
NPAS3	0.94823855
MSI2	0.9482306
GATA3	0.94820344
COL2A1	0.9481902
GNAQ	0.948187
FAT1	0.9481814
CSMD3	0.94817495
KCNS3	0.94817466
ERG	0.948082
TFPT	0.9480781
CDH18	0.9480548
HYAL4	0.9480485
CNTNAP2	0.9480377
RSPO2	0.94803643
CSMD3	0.9480284
PIK3CB	0.9480103
FAM47C	0.9480102
ADGRA3	0.9479309
SEMA6A	0.9478675
NBEA	0.9478533
SERGEF	0.9478308
LAMA4	0.94782823
LHX9	0.9478098
HSP90AA1	0.94780475
CTNNB1	0.9477617
ANK1	0.9477094
CSMD3	0.94770706
ARHGAP21	0.9476688
FBXL7	0.9476091
PLEKHG3	0.94751626
LRP1B	0.9474954
SF3A1	0.9474927
MCM2	0.9474775
SDHB	0.94747555
KDM4A	0.94744223
UBR5	0.947358
MKI67	0.94731414
SYT7	0.9473125
ASPM	0.9473098
CBLB	0.9473089
RSPO3	0.9472888
HELZ	0.9472826
MUC16	0.9472642
LRTM2	0.94721687
ANK1	0.94720346
HERC1	0.9471998
MUC16	0.94716704
ARHGAP21	0.9471607
ERG	0.9471246
PPM1D	0.9471231
CCDC6	0.94712144
FCRL4	0.94710773
STXBP5L	0.9470623
CNTNAP2	0.9470459
KLHL20	0.9470437
SATB2	0.9470414
CRNKL1	0.94701
XPNPEP2	0.94699657
CSMD3	0.9469943
TATDN1	0.94698524
DUSP6	0.94694376
RSPO2	0.9469236
IKZF1	0.9468787
OLFM3	0.94687635
STIM1	0.94686675
RSPO2	0.946865
HGF	0.9467808
SMO	0.9467285
AFF3	0.94670546
BIRC6	0.9466954
MUC16	0.94669056
DRC1	0.9466764
HGF	0.94665676
CLCA4	0.9466158
HOXB4	0.9465838
LRP1B	0.94656795
ANK1	0.94654644
SRPX	0.9465026
NOTCH1	0.9464501
KIF5A	0.94644934
C12ORF66	0.9464479
ERBB4	0.94641215
NRAS	0.9463919
CPS1	0.94638157
NTRK3	0.94634235
USP24	0.9463282
YTHDF2	0.94630325
FAT4	0.9462965
GATA3	0.9462892
CNTNAP2	0.946286
ZIC4	0.94626755
FLNA	0.9462614
ENPEP	0.94624436
EPHA3	0.94622046
LIPI	0.94616216
LRP1B	0.9460816
AGPAT2	0.9460747
DPAGT1	0.94603837
PLAG1	0.9459892
SETD2	0.9459781
MYO5A	0.94596815
TBX15	0.9459595
P4HA1	0.9459398
GNAQ	0.94592464
MUC16	0.945905
VEPH1	0.9458947
TATDN1	0.94584
IFT88	0.9457993
NUP214	0.9457656
CNTNAP2	0.94576156
PKNOX1	0.94575286
CNBD1	0.9457487
NCOR2	0.9457483
CDH10	0.9457029
CNTN5	0.94568056
TENM2	0.94567245
ATRX	0.94564086
OR10H5	0.94563526
RSPO2	0.94563496
FAT3	0.94563365
MUC16	0.9456066
NECTIN3	0.94557405
ELN	0.9455699
CSMD3	0.9454714
ERG	0.94546986
KAT6A	0.9454349
MSH6	0.9454273
BRD3	0.94538575
TEC	0.94537175
DNAH11	0.9453537
CBLB	0.94531757
SGK1	0.9453081
ALDH2	0.9452881
CNTNAP2	0.9452398
MAGEB4	0.94523454
MYO18B	0.9452083
LRP1B	0.94517267
CRNKL1	0.9451234
MUC16	0.9450766
SMAD4	0.9450766
HOXA11	0.9450295
ROBO1	0.9449962
MMGT1	0.9449508
ERBB4	0.94492406
CTNNB1	0.94489527
GTF2I	0.94489205
ENPEP	0.9448707
CSMD3	0.94478834
ATRX	0.9447714
SLITRK4	0.94473195
NOTCH2	0.94467884
SLC36A1	0.944665
KCNH2	0.944629
FAM135B	0.9446175
CNTN1	0.94456834
OR52N5	0.9445509
MUC16	0.9445427
ADAM10	0.9445091
ERG	0.9444393
CNTNAP2	0.9444034
CNTNAP2	0.9443726
KDR	0.94433373
RAB3IP	0.9443024
CTSE	0.94428396
GAD2	0.9442691
NRG1	0.94418174
SVEP1	0.9441468
FAT3	0.9441429
LEF1	0.9440782
PTPRD	0.94404536
ANK1	0.9440285
KCNV2	0.9440142
NOVA1	0.9438622
SFPQ	0.94384056
UBR5	0.9438382
DCAF12L2	0.94379735
DUSP6	0.9437285
ALK	0.94365925
HCFC1	0.9436223
SLC39A1	0.94359195
HCLS1	0.94357973
PRPF40B	0.9435726
SUN3	0.94354135
BARD1	0.9435347
PTCH1	0.94353074
MUC16	0.9434992
HOXA5	0.94341123
TENM2	0.943389
PLEC	0.9433167
SLC9A1	0.94326353
ZFHX4	0.9432624
HGF	0.94323975
ZNF582	0.94323397
RSPO2	0.94321
FAT1	0.9431961
PRPF4B	0.9431915
LRP1B	0.9431755
SPATA22	0.94315034
RSPO2	0.94312763
CTNNB1	0.9430818
MYLK4	0.9430584
CSMD3	0.9430204
FLT3	0.94301784
SARS1	0.9429879
EPHA3	0.9429808
MRPS27	0.9429788
ERCC3	0.9429104
BCORL1	0.94288385
KCNT2	0.9428586
ZFHX3	0.9428545
RYR2	0.9428434
SLC44A5	0.9428321
NCOR1	0.94278437
KDM6A	0.9427802
POLE	0.942779
RIMS4	0.94276744
CSMD3	0.94273394
VAX1	0.9426872
SUPT3H	0.9426496
A4GNT	0.9426481
TRPC6	0.9426445
ERBB4	0.9425439
GPC5	0.9425308
PAX7	0.9425232
ATP10B	0.94251883
ERG	0.94250304
MICAL2	0.94250077
SMO	0.9424905
CNTNAP2	0.9424852
E2F6	0.9424826
DGKB	0.94244564
TRIM46	0.94243777
BMP5	0.9424336
ERBB4	0.9424161
ATRX	0.9424108
CD1B	0.9423879
FAT1	0.9423738
CNTNAP2	0.9423405
RC3H1	0.94233984
DCUN1D4	0.9423384
MB21D2	0.9423281
SNCAIP	0.9423212
MUC16	0.94230884
RADIL	0.9423033
MICAL3	0.94228137
PDGFRB	0.9422465
DCC	0.9422299
SERPINB11	0.9422065
MUC16	0.9421832
MUC16	0.94216037
MYO7B	0.94198906
YWHAG	0.9419767
PTPN13	0.9419689
C2CD3	0.94195616
MUC16	0.9419484
DICER1	0.94192314
TFPT	0.9418835
FAM135B	0.9418554
ADCY1	0.9418288
KMT2D	0.9418156
TFPT	0.9418042
CSMD3	0.94179314
HGF	0.9417835
TRIM33	0.94176626
RUNX1T1	0.94176435
TSHR	0.9417476
PDGFRA	0.94172186
USH2A	0.941708
KYAT3	0.941697
ATR	0.94169
ECT2L	0.9416877
RNF169	0.9416646
TRPA1	0.94162667
MAGEB2	0.9416187
POLQ	0.94161475
ITPR3	0.94159436
SACS	0.94156224
TP63	0.94153583
SETBP1	0.9415305
FAM47C	0.9415104
KLK8	0.94147843
NTRK3	0.94146955
LRP1B	0.94141847
CDH10	0.9413922
CTNNB1	0.94136983
MSH6	0.94133013
BRINP3	0.9412786
TNFRSF12A	0.94125414
RAD21	0.94122034
PLEC	0.941204
TUBA3C	0.9412021
MROH2B	0.9411739
CNTNAP2	0.94117004
NFATC2	0.94114345
ANK1	0.94111174
CSE1L	0.94110715
COL1A1	0.9410614
KREMEN2	0.94104004
GKN1	0.94098204
DTNA	0.9409734
CSMD3	0.9409653
CNTNAP2	0.9409563
YWHAG	0.9409548
KIAA1549	0.94087565
ITPR3	0.94085026
COL6A3	0.94084936
LAMA1	0.9408295
SLC24A4	0.94077426
CARD11	0.9407181
LRP1B	0.9407052
PCDH15	0.94070184
BCL11A	0.9406967
AEBP2	0.9406922
AC127029.3	0.94068664
CDH12	0.9406415
MUC16	0.94060314
MUC16	0.940599
FAT3	0.94058293
CSMD3	0.9405775
CSMD3	0.9405549
LRP1B	0.94049835
KMT2C	0.940489
CNTNAP2	0.9404219
MUC16	0.9404199
CSMD3	0.9403963
GNAQ	0.940385
ZNF479	0.940362
ZNF236	0.94031805
FLCN	0.94027936
DUSP6	0.94024074
PRAMEF1	0.94023776
ERG	0.9402133
CSMD3	0.9401568
CSMD3	0.9401423
USP4	0.9400814
GABRA6	0.94005984
CARD11	0.9400401
KDR	0.94002604
SLC25A39	0.9400168
TRIM29	0.94000876
LRP1B	0.9400027
SLC25A32	0.9399998
CNTNAP2	0.939999
TP63	0.9399806
PTPRK	0.9399514
FAT3	0.93994164
PLEC	0.9398933
MUC16	0.9398781
MUC16	0.9398706
GPR101	0.9398046
PTPRC	0.9397621
PTPRD	0.9397408
SERGEF	0.9396971
ALK	0.9396517
MB21D2	0.9396396
CSMD3	0.9396014
ADD3	0.9395255
DIS3	0.9394939
NPC1L1	0.93949157
ZEB1	0.9394604
TATDN1	0.93941754
PCDH19	0.93940514
PDGFRA	0.9393631
SH3PXD2A	0.9393347
GNAQ	0.9392516
ACIN1	0.9392248
CSMD3	0.9392223
GDNF	0.9391949
AFF3	0.9391777
NTRK2	0.9391414
GRIK2	0.93911403
ALK	0.9391133
ERBB4	0.9390722
PROKR1	0.93903977
NTRK3	0.93903965
PAX2	0.9390271
HJV	0.9390166
ZNF670	0.938981
POSTN	0.9389684
NTRK3	0.93892586
MFAP3L	0.9389255
SETD2	0.9389223
CSMD3	0.93890667
FOXO4	0.93890166
PROX1	0.9388709
GRIN2A	0.93883616
PTPRD	0.9388274
GABRR1	0.93881285
PSG4	0.9387927
EXPH5	0.9387915
CNTNAP2	0.93879074
MED12	0.9387837
TGFBR2	0.93876934
ROBO2	0.9387564
CSMD3	0.93874896
NTRK3	0.9387334
GATA3	0.93869495
POLE	0.93861216
LRP1B	0.9385869
RARA	0.93858176
SLC5A12	0.9385662
VWCE	0.93855983
MMADHC	0.93855566
ACVR1C	0.93855435
ZFP64	0.93854594
TNK2	0.9385342
ANK1	0.93851674
AKT3	0.9385073
WAS	0.93849766
ABCD2	0.9384744
NIN	0.9384719
CSMD3	0.9384536
IRS4	0.93842065
NTRK3	0.9384178
SOS1	0.93837374
CNTNAP2	0.9383241
SELP	0.9383035
SLC17A8	0.9382918
CSNK2A1	0.9382295
TGFBR2	0.9382122
LMBRD1	0.9381766
ZNF638	0.9381669
SMARCC1	0.9381564
PPP2R1A	0.9381516
UBR5	0.9381414
CSMD3	0.9381288
GALNT18	0.93810236
AFF3	0.9380462
BBS10	0.9380263
TENM1	0.93801606
OR2L2	0.9380101
CDC42BPA	0.93800914
HOXB1	0.9379965
MYCBP2	0.9379686
CSMD3	0.9379672
CSMD3	0.9379609
ITPR1	0.93794656
MUC16	0.9379462
MUC16	0.93788844
ALS2	0.93787104
HADHA	0.9378242
WRN	0.9378101
COL5A2	0.93776214
EXOSC1	0.9377592
CSMD3	0.9377431
ZNF521	0.9377353
SNX9	0.93772805
NOTCH2	0.93767613
BCL6	0.93763953
ENO1	0.93760455
APC	0.93756676
CARD11	0.937543
CNTNAP2	0.93747115
LEF1	0.93745106
ABCC8	0.9374255
POLR3B	0.9374076
KRT6A	0.93740076
COL1A1	0.93738127
ZEB1	0.9373584
FAM184A	0.93735003
MUC16	0.9373424
CSMD3	0.9373206
HOXD3	0.9373107
PTPRZ1	0.9372498
RSPO2	0.9372311
PTPRK	0.93720394
CTNND2	0.9371985
LRP2	0.93718624
OXR1	0.93718463
P2RX7	0.937155
MYH7	0.93711644
SMAD4	0.9370828
CNTNAP2	0.9370779
TEC	0.9370116
SMC1A	0.93700147
HIP1	0.93697965
LRP1B	0.9369788
TMEM196	0.9369663
CSMD3	0.936957
LRP1B	0.93695045
GTF2I	0.9369261
USP33	0.9369188
MUC16	0.9369177
GIPR	0.9368907
LRP2	0.93687636
MUC16	0.93686235
CSMD3	0.9367844
CARD11	0.93676305
LATS1	0.9367476
BIRC6	0.9367362
CNTN5	0.9367155
POLE	0.9367023
GTF2I	0.9366876
COA6	0.9366667
UBR5	0.936659
DCAF12L2	0.9365791
EPHA7	0.9365055
FBLN2	0.9364998
CSMD3	0.93648136
PDE4DIP	0.93648005
GNAQ	0.9364507
DCAF12L2	0.93642735
CSMD3	0.9364258
DAB2	0.9364101
GALNT17	0.93639034
INPP5F	0.9363752
CDH23	0.9363451
SYT10	0.93632114
NTRK3	0.9363112
HOATZ	0.9363041
MUC16	0.9362628
NCAM1	0.93623763
MUC16	0.93620855
GRIK5	0.9362054
HGF	0.9362006
FBLN2	0.9362004
FIGNL1	0.9361567
CDH10	0.93614036
GABRA3	0.93613327
ANK1	0.93611765
MUC16	0.9361075
SOS1	0.9361068
MAP2K1	0.9360949
HGF	0.9360789
IGSF1	0.93607837
HPCA	0.93599665
CARD11	0.93598473
ZNFX1	0.93590254
CSF1R	0.9358573
ERG	0.93582994
SLC12A1	0.9357987
IMPG2	0.93579227
DUSP6	0.93568724
TGFBR2	0.93567216
CHD7	0.93562996
CCT2	0.9356214
MAP3K1	0.9356044
SLC11A2	0.93559134
MB21D2	0.93550074
KMT2C	0.93549615
SPAST	0.93549514
CARD11	0.9354507
TATDN1	0.9354454
DNAH2	0.9354397
SLC6A15	0.9354219
GLA	0.9353945
ACKR3	0.93538564
ZNF676	0.935368
FZD5	0.93534195
XCL2	0.93532586
SLC24A2	0.93531156
ZBTB41	0.9353065
KALRN	0.9353007
SETBP1	0.93527424
BIRC6	0.93526304
ALK	0.9352367
ZNF521	0.93521607
ITPR3	0.9351633
AKR1C4	0.93514663
ALK	0.93511623
SETD2	0.93508494
GPR15	0.9350543
PHOX2B	0.9350511
DCC	0.9350388
EPRS1	0.93502206
SPTA1	0.93500155
SEC23A	0.9349916
CTNNB1	0.93498373
DCAF12L2	0.9349504
TGFBR2	0.93492836
CDH9	0.93492186
FOXM1	0.9349152
CREB1	0.9348971
MYO7B	0.9348889
LAMA4	0.93486446
EPHA7	0.93477494
MAP1S	0.9347608
TBX10	0.9347372
TGFBR2	0.93472844
DUSP6	0.93467516
MSN	0.9346576
PLEC	0.9346446
VARS1	0.9346306
DCX	0.9345896
B3GALT4	0.9345678
PHOX2B	0.93455803
FLT4	0.9345075
PAPPA2	0.93450505
GRM6	0.934503
RP1L1	0.93450207
FAM47C	0.93447274
ANK1	0.9344686
ABCA1	0.93444103
ZNF536	0.9344365
PPARG	0.93443215
PLCB4	0.93438894
NEGR1	0.93433
FOXA1	0.93425906
HERC1	0.9342572
SULT4A1	0.9342428
SLITRK6	0.93421066
ACER2	0.9341937
PIK3R3	0.9341925
MPRIP	0.93417716
RGS7	0.93416524
UBASH3B	0.9340848
ALS2	0.9340828
BCLAF1	0.934061
CAPS	0.93404984
HGF	0.93402785
PLEC	0.9340235
CSMD3	0.9340076
ZNF365	0.9339892
UROC1	0.93397456
CTNND2	0.9339513
MED13L	0.9339128
ANK1	0.9339119
BTK	0.9339052
PCDH18	0.9338857
SLC5A7	0.93387127
F13A1	0.9338624
KCNJ12	0.93385625
PPP2R1A	0.9338202
FAT3	0.93381035
LRP1B	0.93376875
YLPM1	0.9336474
BMP5	0.9336381
FH	0.93359154
ERBB4	0.93355316
BCLAF1	0.93354857
ZEB1	0.9335303
GRIN2A	0.9334914
KLHL11	0.9334849
COL11A1	0.93347734
FCGR3B	0.9334437
ABL2	0.93343914
RSPO2	0.9333929
FAT1	0.9333654
ZFHX4	0.933357
SYNE1	0.9332343
CSMD3	0.93319964
ZNF521	0.93318856
ASPM	0.9331661
TFAP2C	0.9331218
PREX2	0.93309295
MEGF10	0.9330788
NPTN	0.93304217
LEF1	0.9330418
GRIN2A	0.933011
TAF5L	0.93297935
EBF3	0.9329698
NTRK3	0.9329679
MOXD1	0.93295616
PAX7	0.93292564
GMPS	0.932923
ALK	0.93291557
TRRAP	0.9329063
GTF2I	0.9328641
NR1I3	0.9328634
TMC3	0.9328587
PLPP4	0.9328541
DCC	0.9328495
ATP13A5	0.9328321
FAM135A	0.9328198
DUSP6	0.93281454
CSMD3	0.93279064
TPR	0.93278426
CSMD3	0.9327816
NCAM1	0.9327682
RHOT1	0.9327652
BECN1	0.9327632
RYR3	0.93276024
FLNC	0.93267804
CSMD3	0.93267566
KLHL28	0.9326034
COL2A1	0.93260014
PPFIBP1	0.93258715
ZNF479	0.9325515
CYYR1	0.93255144
USP9X	0.93249625
RUNX1	0.9324659
ZNF827	0.93246377
CSMD3	0.9324471
SLC45A2	0.93243563
PRSS22	0.93243265
PBRM1	0.93240255
KIF18A	0.93236476
CSMD3	0.9323402
CSMD3	0.9323382
DUSP6	0.9323154
LATS1	0.93230814
TBX3	0.9323063
ACLY	0.9322369
ADAMTSL1	0.9322349
PKP2	0.9321668
SEL1L2	0.9321581
GPR179	0.93214643
UBR5	0.9321354
FGFR2	0.9321259
TPR	0.93210864
GATA5	0.93208903
CRNKL1	0.9320471
FRMD5	0.93203545
AMER1	0.93203515
HGF	0.932011
MUC16	0.9320007
COL1A1	0.9319564
TRHDE	0.931901
RNF157	0.9318789
HHIPL2	0.9318539
GALNT6	0.93183684
SMARCA1	0.9318333
PTPN13	0.9317993
USP34	0.93178856
PLOD2	0.93176866
CORIN	0.9317658
NBEA	0.93172324
NLRP14	0.93169904
NEXMIF	0.93169206
INHBA	0.93166775
PCDHA11	0.9316575
MB21D2	0.9316154
NOTCH2	0.93161106
ROBO1	0.9315963
OR5A1	0.9315261
ADIPOR2	0.9315032
OR6K6	0.9314959
EPHA7	0.931494
GCN1	0.931494
RPS6KA1	0.93148226
FAT3	0.9313752
LRP1B	0.9313613
IL7R	0.93132913
NID1	0.9312827
ATP6V1C1	0.9312424
NRAP	0.931199
EPHA7	0.93116456
WWTR1	0.9311547
IKZF3	0.93114513
ANK1	0.9310448
ATAD2	0.930972
CSMD3	0.930953
PLXNA2	0.93094456
KIFC1	0.9309274
GPC3	0.93089265
SLC25A23	0.93088657
ELF1	0.93084764
PUM2	0.93083143
BCOR	0.9308046
DCTN1	0.93066216
TATDN1	0.9305966
RIMS2	0.9305793
ANK1	0.9305193
MAPK1	0.9304763
ERG	0.9304642
TATDN1	0.93041456
MB21D2	0.93038803
PRDM2	0.9303705
MYO1E	0.93036133
PRKAA2	0.9303605
TCF4	0.9303365
ANK1	0.930315
SOS1	0.9302711
PDGFRA	0.9302665
IL7R	0.9301826
ASCC3	0.9301181
SETD2	0.9300968
GUCY1A2	0.9300917
HNRNPA2B1	0.93006265
RHOA	0.93006074
LRFN5	0.9300535
CDH17	0.930034
PRRX1	0.9300213
AMER1	0.9299161
GPC3	0.92987573
MB21D2	0.9298755
TTN	0.9298666
KDR	0.9298317
KCNS2	0.9298008
PHOX2B	0.9297883
MUC16	0.92977214
DDR2	0.9297558
MUC16	0.92961776
UPP1	0.9296173
PTPRD	0.92961323
CPEB3	0.92958623
MINDY4	0.9295566
NRXN1	0.9295339
CSMD3	0.9295317
FAT3	0.92949843
CCDC178	0.9294722
SPAG6	0.92943853
EPHA7	0.92943513
LAMA2	0.9294336
EPHA3	0.92943054
ADGRB3	0.92940336
PPARGC1B	0.9293409
PTPRB	0.92933077
PPP6C	0.9293041
LRP1B	0.9292877
FH	0.9292717
MB21D2	0.9292656
VAV1	0.92917037
NRG1	0.92914474
AFF3	0.9291363
ARSJ	0.9291022
GALNT6	0.929073
CSMD3	0.929062
FAT3	0.9290249
NFATC2	0.9289702
AMOT	0.9289391
NRG1	0.92892903
FAT3	0.9289273
CACNA1E	0.9289198
HGF	0.92889607
FAT3	0.9288855
CSMD3	0.9288759
ZNF521	0.9288109
LYST	0.92880344
MUC16	0.9287835
HUWE1	0.928777
FBN1	0.9286826
MAP3K1	0.9286443
TEX47	0.9286368
TAOK1	0.9285439
CUL3	0.92854196
AMER1	0.9284487
SOS1	0.92837083
PPP4R4	0.92836165
A1CF	0.92833656
DDI1	0.92833203
PDZD2	0.9283004
PMS2	0.9282986
RET	0.9282949
CEP89	0.92828304
GPR183	0.92827773
LPIN2	0.92825514
CARD11	0.9281685
KCNJ3	0.9281126
COL3A1	0.92810345
LRP1B	0.92807573
LPA	0.92806935
KRT25	0.92806405
EFCAB1	0.92806166
NTRK2	0.92805356
GALNT7	0.92805094
VASH2	0.9280478
IFT140	0.92804384
DCLK1	0.9280367
BCORL1	0.92801833
PLEKHH1	0.9279589
PLXNB2	0.9279508
HOXC11	0.9279306
OR6N2	0.9277723
EPHA7	0.9277641
TSC2	0.9277564
ADGRB2	0.9277265
TTLL7	0.9277155
LRP12	0.92771316
FAT3	0.92770815
GMDS	0.92767924
KIAA1549	0.92767847
OPRL1	0.92767066
ITPR3	0.92766243
HERC4	0.9275905
LRP1B	0.9275883
LRP1B	0.92754245
ZFP30	0.92753106
CSF1R	0.92751956
UBE4B	0.9275124
MUC16	0.92750436
MUC16	0.92749536
CSMD3	0.92748445
FAT1	0.92746943
HAO2	0.9274617
LRP2	0.9274616
ZC3H12B	0.92742944
DUSP6	0.9274237
PLEC	0.9274123
FAT1	0.92741036
MYO5A	0.9273354
SLC9A5	0.9273185
F5	0.9272895
CDH10	0.9272684
STK4	0.9272623
EPHA5	0.92721266
MUC16	0.92720425
FBXL7	0.9271956
CBLC	0.92711234
ARHGEF12	0.9270785
MYH11	0.9270641
MYH9	0.9270639
MUC16	0.92703474
DNAH2	0.92702216
MMP16	0.926978
SMOC1	0.92696035
OTUD7A	0.9269311
RGS7	0.92692256
ZFHX3	0.9269223
LRFN2	0.92687595
TSHR	0.92685324
ANK1	0.9268439
DUSP6	0.9268337
PLEC	0.92679787
GFRAL	0.92676926
TYW1	0.92672503
CACNA1D	0.92671496
CDH10	0.92670345
CNTNAP2	0.9266929
LRP1B	0.92665935
CCNB1IP1	0.92665565
LRP1B	0.92660576
TCF7L2	0.9265698
WDR38	0.9265696
TGFBR2	0.9265034
PTPRK	0.9264963
PROS1	0.9264707
LATS1	0.9264631
GRIN2A	0.926417
RASGRP3	0.9264151
NBAS	0.9263984
GPHN	0.92638576
GRIN2A	0.92637813
HGF	0.9263762
TRPC4	0.92634505
GRIN2A	0.92634183
KRTAP24-1	0.9263168
CLRN1	0.9263099
CSMD3	0.92630595
MTMR8	0.9262978
RABEP1	0.92628145
MRPL1	0.9262719
DDR2	0.92623436
NAMPT	0.92621267
PDE10A	0.9261942
FLG2	0.9261696
FAT1	0.9261628
CSMD3	0.92613155
FLNC	0.92612827
TEC	0.92607874
CADPS2	0.926076
TGFBR2	0.9260508
CARD11	0.92602074
OR4M1	0.9260205
PTPRD	0.9260205
KBTBD7	0.92601484
WWTR1	0.9259776
ATR	0.9259374
THOC2	0.92592335
CEMIP2	0.92588687
KTN1	0.92587197
MYO1C	0.9258213
ZEB1	0.9257622
IL16	0.92575
TGFBR2	0.9257256
CARD11	0.9257101
PATZ1	0.92568445
TEC	0.9256176
ZNF536	0.92555904
CNTNAP2	0.9254898
TTC5	0.9254755
KCNH7	0.92545253
ZFHX4	0.9254397
SLC5A7	0.92543954
BRIP1	0.9253972
CSMD3	0.92537886
GRIN3A	0.9253731
LRBA	0.9253563
PCDHGA6	0.9253294
FANCG	0.9253174
MUC16	0.9252958
MYO3A	0.92529356
ELOVL3	0.9252814
ARHGAP21	0.9252746
MB21D2	0.9252714
ZFHX4	0.92525625
CDH10	0.92523104
ZNF629	0.9252242
IL16	0.92522395
CSRNP3	0.9252146
